timestamp,season_year,team_id,category,amount,memo
2026-02-19T03:29:58Z,2039,PHI,revenue_tickets,1102500,2039-09
2026-02-19T03:29:58Z,2039,PHI,revenue_concessions,241500,2039-09
2026-02-19T03:29:58Z,2039,PHI,revenue_media,336000,2039-09
2026-02-19T03:29:58Z,2039,PHI,revenue_sponsorship,231000,2039-09
2026-02-19T03:29:58Z,2039,PHI,expense_training,-147000,2039-09
2026-02-19T03:29:58Z,2039,PHI,expense_scouting,-126000,2039-09
2026-02-19T03:29:58Z,2039,PHI,expense_facilities,-136500,2039-09
2026-02-19T03:29:58Z,2039,PHI,expense_operations,-304500,2039-09
2026-02-19T03:29:58Z,2039,SAN1,revenue_tickets,966000,2039-09
2026-02-19T03:29:58Z,2039,SAN1,revenue_concessions,211600,2039-09
2026-02-19T03:29:58Z,2039,SAN1,revenue_media,294400,2039-09
2026-02-19T03:29:58Z,2039,SAN1,revenue_sponsorship,202400,2039-09
2026-02-19T03:29:58Z,2039,SAN1,expense_training,-128800,2039-09
2026-02-19T03:29:58Z,2039,SAN1,expense_scouting,-110400,2039-09
2026-02-19T03:29:58Z,2039,SAN1,expense_facilities,-119600,2039-09
2026-02-19T03:29:58Z,2039,SAN1,expense_operations,-266800,2039-09
2026-02-19T03:29:58Z,2039,__system__,finance_cycle,0,2039-09
2026-02-19T03:29:58Z,2039,CHI,revenue_tickets,966000,2039-10
2026-02-19T03:29:58Z,2039,CHI,revenue_concessions,211600,2039-10
2026-02-19T03:29:58Z,2039,CHI,revenue_media,294400,2039-10
2026-02-19T03:29:58Z,2039,CHI,revenue_sponsorship,202400,2039-10
2026-02-19T03:29:58Z,2039,CHI,expense_training,-128800,2039-10
2026-02-19T03:29:58Z,2039,CHI,expense_scouting,-110400,2039-10
2026-02-19T03:29:58Z,2039,CHI,expense_facilities,-119600,2039-10
2026-02-19T03:29:58Z,2039,CHI,expense_operations,-266800,2039-10
2026-02-19T03:29:58Z,2039,DEN,revenue_tickets,997500,2039-10
2026-02-19T03:29:58Z,2039,DEN,revenue_concessions,218500,2039-10
2026-02-19T03:29:58Z,2039,DEN,revenue_media,304000,2039-10
2026-02-19T03:29:58Z,2039,DEN,revenue_sponsorship,209000,2039-10
2026-02-19T03:29:58Z,2039,DEN,expense_training,-133000,2039-10
2026-02-19T03:29:58Z,2039,DEN,expense_scouting,-114000,2039-10
2026-02-19T03:29:58Z,2039,DEN,expense_facilities,-123500,2039-10
2026-02-19T03:29:58Z,2039,DEN,expense_operations,-275500,2039-10
2026-02-19T03:29:58Z,2039,AUS,revenue_tickets,966000,2039-10
2026-02-19T03:29:58Z,2039,AUS,revenue_concessions,211600,2039-10
2026-02-19T03:29:58Z,2039,AUS,revenue_media,294400,2039-10
2026-02-19T03:29:58Z,2039,AUS,revenue_sponsorship,202400,2039-10
2026-02-19T03:29:58Z,2039,AUS,expense_training,-128800,2039-10
2026-02-19T03:29:58Z,2039,AUS,expense_scouting,-110400,2039-10
2026-02-19T03:29:58Z,2039,AUS,expense_facilities,-119600,2039-10
2026-02-19T03:29:58Z,2039,AUS,expense_operations,-266800,2039-10
2026-02-19T03:29:58Z,2039,NEW,revenue_tickets,976500,2039-10
2026-02-19T03:29:58Z,2039,NEW,revenue_concessions,213900,2039-10
2026-02-19T03:29:58Z,2039,NEW,revenue_media,297600,2039-10
2026-02-19T03:29:58Z,2039,NEW,revenue_sponsorship,204600,2039-10
2026-02-19T03:29:58Z,2039,NEW,expense_training,-130200,2039-10
2026-02-19T03:29:58Z,2039,NEW,expense_scouting,-111600,2039-10
2026-02-19T03:29:58Z,2039,NEW,expense_facilities,-120900,2039-10
2026-02-19T03:29:58Z,2039,NEW,expense_operations,-269700,2039-10
2026-02-19T03:29:58Z,2039,DAL,revenue_tickets,1155000,2039-10
2026-02-19T03:29:58Z,2039,DAL,revenue_concessions,253000,2039-10
2026-02-19T03:29:58Z,2039,DAL,revenue_media,352000,2039-10
2026-02-19T03:29:58Z,2039,DAL,revenue_sponsorship,242000,2039-10
2026-02-19T03:29:58Z,2039,DAL,expense_training,-154000,2039-10
2026-02-19T03:29:58Z,2039,DAL,expense_scouting,-132000,2039-10
2026-02-19T03:29:58Z,2039,DAL,expense_facilities,-143000,2039-10
2026-02-19T03:29:58Z,2039,DAL,expense_operations,-319000,2039-10
2026-02-19T03:29:58Z,2039,ELP,revenue_tickets,1102500,2039-10
2026-02-19T03:29:58Z,2039,ELP,revenue_concessions,241500,2039-10
2026-02-19T03:29:58Z,2039,ELP,revenue_media,336000,2039-10
2026-02-19T03:29:58Z,2039,ELP,revenue_sponsorship,231000,2039-10
2026-02-19T03:29:58Z,2039,ELP,expense_training,-147000,2039-10
2026-02-19T03:29:58Z,2039,ELP,expense_scouting,-126000,2039-10
2026-02-19T03:29:58Z,2039,ELP,expense_facilities,-136500,2039-10
2026-02-19T03:29:58Z,2039,ELP,expense_operations,-304500,2039-10
2026-02-19T03:29:58Z,2039,ALB,revenue_tickets,1134000,2039-10
2026-02-19T03:29:58Z,2039,ALB,revenue_concessions,248400,2039-10
2026-02-19T03:29:58Z,2039,ALB,revenue_media,345600,2039-10
2026-02-19T03:29:58Z,2039,ALB,revenue_sponsorship,237600,2039-10
2026-02-19T03:29:58Z,2039,ALB,expense_training,-151200,2039-10
2026-02-19T03:29:58Z,2039,ALB,expense_scouting,-129600,2039-10
2026-02-19T03:29:58Z,2039,ALB,expense_facilities,-140400,2039-10
2026-02-19T03:29:58Z,2039,ALB,expense_operations,-313200,2039-10
2026-02-19T03:29:58Z,2039,POR,revenue_tickets,1050000,2039-10
2026-02-19T03:29:58Z,2039,POR,revenue_concessions,230000,2039-10
2026-02-19T03:29:58Z,2039,POR,revenue_media,320000,2039-10
2026-02-19T03:29:58Z,2039,POR,revenue_sponsorship,220000,2039-10
2026-02-19T03:29:58Z,2039,POR,expense_training,-140000,2039-10
2026-02-19T03:29:58Z,2039,POR,expense_scouting,-120000,2039-10
2026-02-19T03:29:58Z,2039,POR,expense_facilities,-130000,2039-10
2026-02-19T03:29:58Z,2039,POR,expense_operations,-290000,2039-10
2026-02-19T03:29:58Z,2039,SAN,revenue_tickets,1113000,2039-10
2026-02-19T03:29:58Z,2039,SAN,revenue_concessions,243800,2039-10
2026-02-19T03:29:58Z,2039,SAN,revenue_media,339200,2039-10
2026-02-19T03:29:58Z,2039,SAN,revenue_sponsorship,233200,2039-10
2026-02-19T03:29:58Z,2039,SAN,expense_training,-148400,2039-10
2026-02-19T03:29:58Z,2039,SAN,expense_scouting,-127200,2039-10
2026-02-19T03:29:58Z,2039,SAN,expense_facilities,-137800,2039-10
2026-02-19T03:29:58Z,2039,SAN,expense_operations,-307400,2039-10
2026-02-19T03:29:58Z,2039,COL,revenue_tickets,1071000,2039-10
2026-02-19T03:29:58Z,2039,COL,revenue_concessions,234600,2039-10
2026-02-19T03:29:58Z,2039,COL,revenue_media,326400,2039-10
2026-02-19T03:29:58Z,2039,COL,revenue_sponsorship,224400,2039-10
2026-02-19T03:29:58Z,2039,COL,expense_training,-142800,2039-10
2026-02-19T03:29:58Z,2039,COL,expense_scouting,-122400,2039-10
2026-02-19T03:29:58Z,2039,COL,expense_facilities,-132600,2039-10
2026-02-19T03:29:58Z,2039,COL,expense_operations,-295800,2039-10
2026-02-19T03:29:58Z,2039,PHI,revenue_tickets,1102500,2039-10
2026-02-19T03:29:58Z,2039,PHI,revenue_concessions,241500,2039-10
2026-02-19T03:29:58Z,2039,PHI,revenue_media,336000,2039-10
2026-02-19T03:29:58Z,2039,PHI,revenue_sponsorship,231000,2039-10
2026-02-19T03:29:58Z,2039,PHI,expense_training,-147000,2039-10
2026-02-19T03:29:58Z,2039,PHI,expense_scouting,-126000,2039-10
2026-02-19T03:29:58Z,2039,PHI,expense_facilities,-136500,2039-10
2026-02-19T03:29:58Z,2039,PHI,expense_operations,-304500,2039-10
2026-02-19T03:29:58Z,2039,SAN1,revenue_tickets,966000,2039-10
2026-02-19T03:29:58Z,2039,SAN1,revenue_concessions,211600,2039-10
2026-02-19T03:29:58Z,2039,SAN1,revenue_media,294400,2039-10
2026-02-19T03:29:58Z,2039,SAN1,revenue_sponsorship,202400,2039-10
2026-02-19T03:29:58Z,2039,SAN1,expense_training,-128800,2039-10
2026-02-19T03:29:58Z,2039,SAN1,expense_scouting,-110400,2039-10
2026-02-19T03:29:58Z,2039,SAN1,expense_facilities,-119600,2039-10
2026-02-19T03:29:58Z,2039,SAN1,expense_operations,-266800,2039-10
2026-02-19T03:29:58Z,2039,__system__,finance_cycle,0,2039-10
2026-02-19T03:29:58Z,2039,CHI,revenue_tickets,966000,2039-11
2026-02-19T03:29:58Z,2039,CHI,revenue_concessions,211600,2039-11
2026-02-19T03:29:58Z,2039,CHI,revenue_media,294400,2039-11
2026-02-19T03:29:58Z,2039,CHI,revenue_sponsorship,202400,2039-11
2026-02-19T03:29:58Z,2039,CHI,expense_training,-128800,2039-11
2026-02-19T03:29:58Z,2039,CHI,expense_scouting,-110400,2039-11
2026-02-19T03:29:58Z,2039,CHI,expense_facilities,-119600,2039-11
2026-02-19T03:29:58Z,2039,CHI,expense_operations,-266800,2039-11
2026-02-19T03:29:58Z,2039,DEN,revenue_tickets,997500,2039-11
2026-02-19T03:29:58Z,2039,DEN,revenue_concessions,218500,2039-11
2026-02-19T03:29:58Z,2039,DEN,revenue_media,304000,2039-11
2026-02-19T03:29:58Z,2039,DEN,revenue_sponsorship,209000,2039-11
2026-02-19T03:29:58Z,2039,DEN,expense_training,-133000,2039-11
2026-02-19T03:29:58Z,2039,DEN,expense_scouting,-114000,2039-11
2026-02-19T03:29:58Z,2039,DEN,expense_facilities,-123500,2039-11
2026-02-19T03:29:58Z,2039,DEN,expense_operations,-275500,2039-11
2026-02-19T03:29:58Z,2039,AUS,revenue_tickets,966000,2039-11
2026-02-19T03:29:58Z,2039,AUS,revenue_concessions,211600,2039-11
2026-02-19T03:29:58Z,2039,AUS,revenue_media,294400,2039-11
2026-02-19T03:29:58Z,2039,AUS,revenue_sponsorship,202400,2039-11
2026-02-19T03:29:58Z,2039,AUS,expense_training,-128800,2039-11
2026-02-19T03:29:58Z,2039,AUS,expense_scouting,-110400,2039-11
2026-02-19T03:29:58Z,2039,AUS,expense_facilities,-119600,2039-11
2026-02-19T03:29:58Z,2039,AUS,expense_operations,-266800,2039-11
2026-02-19T03:29:58Z,2039,NEW,revenue_tickets,976500,2039-11
2026-02-19T03:29:58Z,2039,NEW,revenue_concessions,213900,2039-11
2026-02-19T03:29:58Z,2039,NEW,revenue_media,297600,2039-11
2026-02-19T03:29:58Z,2039,NEW,revenue_sponsorship,204600,2039-11
2026-02-19T03:29:58Z,2039,NEW,expense_training,-130200,2039-11
2026-02-19T03:29:58Z,2039,NEW,expense_scouting,-111600,2039-11
2026-02-19T03:29:58Z,2039,NEW,expense_facilities,-120900,2039-11
2026-02-19T03:29:58Z,2039,NEW,expense_operations,-269700,2039-11
2026-02-19T03:29:58Z,2039,DAL,revenue_tickets,1155000,2039-11
2026-02-19T03:29:58Z,2039,DAL,revenue_concessions,253000,2039-11
2026-02-19T03:29:58Z,2039,DAL,revenue_media,352000,2039-11
2026-02-19T03:29:58Z,2039,DAL,revenue_sponsorship,242000,2039-11
2026-02-19T03:29:58Z,2039,DAL,expense_training,-154000,2039-11
2026-02-19T03:29:58Z,2039,DAL,expense_scouting,-132000,2039-11
2026-02-19T03:29:58Z,2039,DAL,expense_facilities,-143000,2039-11
2026-02-19T03:29:58Z,2039,DAL,expense_operations,-319000,2039-11
2026-02-19T03:29:58Z,2039,ELP,revenue_tickets,1102500,2039-11
2026-02-19T03:29:58Z,2039,ELP,revenue_concessions,241500,2039-11
2026-02-19T03:29:58Z,2039,ELP,revenue_media,336000,2039-11
2026-02-19T03:29:58Z,2039,ELP,revenue_sponsorship,231000,2039-11
2026-02-19T03:29:58Z,2039,ELP,expense_training,-147000,2039-11
2026-02-19T03:29:58Z,2039,ELP,expense_scouting,-126000,2039-11
2026-02-19T03:29:58Z,2039,ELP,expense_facilities,-136500,2039-11
2026-02-19T03:29:58Z,2039,ELP,expense_operations,-304500,2039-11
2026-02-19T03:29:58Z,2039,ALB,revenue_tickets,1134000,2039-11
2026-02-19T03:29:58Z,2039,ALB,revenue_concessions,248400,2039-11
2026-02-19T03:29:58Z,2039,ALB,revenue_media,345600,2039-11
2026-02-19T03:29:58Z,2039,ALB,revenue_sponsorship,237600,2039-11
2026-02-19T03:29:58Z,2039,ALB,expense_training,-151200,2039-11
2026-02-19T03:29:58Z,2039,ALB,expense_scouting,-129600,2039-11
2026-02-19T03:29:58Z,2039,ALB,expense_facilities,-140400,2039-11
2026-02-19T03:29:58Z,2039,ALB,expense_operations,-313200,2039-11
2026-02-19T03:29:58Z,2039,POR,revenue_tickets,1050000,2039-11
2026-02-19T03:29:58Z,2039,POR,revenue_concessions,230000,2039-11
2026-02-19T03:29:58Z,2039,POR,revenue_media,320000,2039-11
2026-02-19T03:29:58Z,2039,POR,revenue_sponsorship,220000,2039-11
2026-02-19T03:29:58Z,2039,POR,expense_training,-140000,2039-11
2026-02-19T03:29:58Z,2039,POR,expense_scouting,-120000,2039-11
2026-02-19T03:29:58Z,2039,POR,expense_facilities,-130000,2039-11
2026-02-19T03:29:58Z,2039,POR,expense_operations,-290000,2039-11
2026-02-19T03:29:58Z,2039,SAN,revenue_tickets,1113000,2039-11
2026-02-19T03:29:58Z,2039,SAN,revenue_concessions,243800,2039-11
2026-02-19T03:29:58Z,2039,SAN,revenue_media,339200,2039-11
2026-02-19T03:29:58Z,2039,SAN,revenue_sponsorship,233200,2039-11
2026-02-19T03:29:58Z,2039,SAN,expense_training,-148400,2039-11
2026-02-19T03:29:58Z,2039,SAN,expense_scouting,-127200,2039-11
2026-02-19T03:29:58Z,2039,SAN,expense_facilities,-137800,2039-11
2026-02-19T03:29:58Z,2039,SAN,expense_operations,-307400,2039-11
2026-02-19T03:29:58Z,2039,COL,revenue_tickets,1071000,2039-11
2026-02-19T03:29:58Z,2039,COL,revenue_concessions,234600,2039-11
2026-02-19T03:29:58Z,2039,COL,revenue_media,326400,2039-11
2026-02-19T03:29:58Z,2039,COL,revenue_sponsorship,224400,2039-11
2026-02-19T03:29:58Z,2039,COL,expense_training,-142800,2039-11
2026-02-19T03:29:58Z,2039,COL,expense_scouting,-122400,2039-11
2026-02-19T03:29:58Z,2039,COL,expense_facilities,-132600,2039-11
2026-02-19T03:29:58Z,2039,COL,expense_operations,-295800,2039-11
2026-02-19T03:29:58Z,2039,PHI,revenue_tickets,1102500,2039-11
2026-02-19T03:29:58Z,2039,PHI,revenue_concessions,241500,2039-11
2026-02-19T03:29:58Z,2039,PHI,revenue_media,336000,2039-11
2026-02-19T03:29:58Z,2039,PHI,revenue_sponsorship,231000,2039-11
2026-02-19T03:29:58Z,2039,PHI,expense_training,-147000,2039-11
2026-02-19T03:29:58Z,2039,PHI,expense_scouting,-126000,2039-11
2026-02-19T03:29:58Z,2039,PHI,expense_facilities,-136500,2039-11
2026-02-19T03:29:58Z,2039,PHI,expense_operations,-304500,2039-11
2026-02-19T03:29:58Z,2039,SAN1,revenue_tickets,966000,2039-11
2026-02-19T03:29:58Z,2039,SAN1,revenue_concessions,211600,2039-11
2026-02-19T03:29:58Z,2039,SAN1,revenue_media,294400,2039-11
2026-02-19T03:29:58Z,2039,SAN1,revenue_sponsorship,202400,2039-11
2026-02-19T03:29:58Z,2039,SAN1,expense_training,-128800,2039-11
2026-02-19T03:29:58Z,2039,SAN1,expense_scouting,-110400,2039-11
2026-02-19T03:29:58Z,2039,SAN1,expense_facilities,-119600,2039-11
2026-02-19T03:29:58Z,2039,SAN1,expense_operations,-266800,2039-11
2026-02-19T03:29:58Z,2039,__system__,finance_cycle,0,2039-11
2026-02-19T03:29:58Z,2039,CHI,revenue_tickets,966000,2039-12
2026-02-19T03:29:58Z,2039,CHI,revenue_concessions,211600,2039-12
2026-02-19T03:29:58Z,2039,CHI,revenue_media,294400,2039-12
2026-02-19T03:29:58Z,2039,CHI,revenue_sponsorship,202400,2039-12
2026-02-19T03:29:58Z,2039,CHI,expense_training,-128800,2039-12
2026-02-19T03:29:58Z,2039,CHI,expense_scouting,-110400,2039-12
2026-02-19T03:29:58Z,2039,CHI,expense_facilities,-119600,2039-12
2026-02-19T03:29:58Z,2039,CHI,expense_operations,-266800,2039-12
2026-02-19T03:29:58Z,2039,DEN,revenue_tickets,997500,2039-12
2026-02-19T03:29:58Z,2039,DEN,revenue_concessions,218500,2039-12
2026-02-19T03:29:58Z,2039,DEN,revenue_media,304000,2039-12
2026-02-19T03:29:58Z,2039,DEN,revenue_sponsorship,209000,2039-12
2026-02-19T03:29:58Z,2039,DEN,expense_training,-133000,2039-12
2026-02-19T03:29:58Z,2039,DEN,expense_scouting,-114000,2039-12
2026-02-19T03:29:58Z,2039,DEN,expense_facilities,-123500,2039-12
2026-02-19T03:29:58Z,2039,DEN,expense_operations,-275500,2039-12
2026-02-19T03:29:58Z,2039,AUS,revenue_tickets,966000,2039-12
2026-02-19T03:29:58Z,2039,AUS,revenue_concessions,211600,2039-12
2026-02-19T03:29:58Z,2039,AUS,revenue_media,294400,2039-12
2026-02-19T03:29:58Z,2039,AUS,revenue_sponsorship,202400,2039-12
2026-02-19T03:29:58Z,2039,AUS,expense_training,-128800,2039-12
2026-02-19T03:29:58Z,2039,AUS,expense_scouting,-110400,2039-12
2026-02-19T03:29:58Z,2039,AUS,expense_facilities,-119600,2039-12
2026-02-19T03:29:58Z,2039,AUS,expense_operations,-266800,2039-12
2026-02-19T03:29:58Z,2039,NEW,revenue_tickets,976500,2039-12
2026-02-19T03:29:58Z,2039,NEW,revenue_concessions,213900,2039-12
2026-02-19T03:29:58Z,2039,NEW,revenue_media,297600,2039-12
2026-02-19T03:29:58Z,2039,NEW,revenue_sponsorship,204600,2039-12
2026-02-19T03:29:58Z,2039,NEW,expense_training,-130200,2039-12
2026-02-19T03:29:58Z,2039,NEW,expense_scouting,-111600,2039-12
2026-02-19T03:29:58Z,2039,NEW,expense_facilities,-120900,2039-12
2026-02-19T03:29:58Z,2039,NEW,expense_operations,-269700,2039-12
2026-02-19T03:29:58Z,2039,DAL,revenue_tickets,1155000,2039-12
2026-02-19T03:29:58Z,2039,DAL,revenue_concessions,253000,2039-12
2026-02-19T03:29:58Z,2039,DAL,revenue_media,352000,2039-12
2026-02-19T03:29:58Z,2039,DAL,revenue_sponsorship,242000,2039-12
2026-02-19T03:29:58Z,2039,DAL,expense_training,-154000,2039-12
2026-02-19T03:29:58Z,2039,DAL,expense_scouting,-132000,2039-12
2026-02-19T03:29:58Z,2039,DAL,expense_facilities,-143000,2039-12
2026-02-19T03:29:58Z,2039,DAL,expense_operations,-319000,2039-12
2026-02-19T03:29:58Z,2039,ELP,revenue_tickets,1102500,2039-12
2026-02-19T03:29:58Z,2039,ELP,revenue_concessions,241500,2039-12
2026-02-19T03:29:58Z,2039,ELP,revenue_media,336000,2039-12
2026-02-19T03:29:58Z,2039,ELP,revenue_sponsorship,231000,2039-12
2026-02-19T03:29:58Z,2039,ELP,expense_training,-147000,2039-12
2026-02-19T03:29:58Z,2039,ELP,expense_scouting,-126000,2039-12
2026-02-19T03:29:58Z,2039,ELP,expense_facilities,-136500,2039-12
2026-02-19T03:29:58Z,2039,ELP,expense_operations,-304500,2039-12
2026-02-19T03:29:58Z,2039,ALB,revenue_tickets,1134000,2039-12
2026-02-19T03:29:58Z,2039,ALB,revenue_concessions,248400,2039-12
2026-02-19T03:29:58Z,2039,ALB,revenue_media,345600,2039-12
2026-02-19T03:29:58Z,2039,ALB,revenue_sponsorship,237600,2039-12
2026-02-19T03:29:58Z,2039,ALB,expense_training,-151200,2039-12
2026-02-19T03:29:58Z,2039,ALB,expense_scouting,-129600,2039-12
2026-02-19T03:29:58Z,2039,ALB,expense_facilities,-140400,2039-12
2026-02-19T03:29:58Z,2039,ALB,expense_operations,-313200,2039-12
2026-02-19T03:29:58Z,2039,POR,revenue_tickets,1050000,2039-12
2026-02-19T03:29:58Z,2039,POR,revenue_concessions,230000,2039-12
2026-02-19T03:29:58Z,2039,POR,revenue_media,320000,2039-12
2026-02-19T03:29:58Z,2039,POR,revenue_sponsorship,220000,2039-12
2026-02-19T03:29:58Z,2039,POR,expense_training,-140000,2039-12
2026-02-19T03:29:58Z,2039,POR,expense_scouting,-120000,2039-12
2026-02-19T03:29:58Z,2039,POR,expense_facilities,-130000,2039-12
2026-02-19T03:29:58Z,2039,POR,expense_operations,-290000,2039-12
2026-02-19T03:29:58Z,2039,SAN,revenue_tickets,1113000,2039-12
2026-02-19T03:29:58Z,2039,SAN,revenue_concessions,243800,2039-12
2026-02-19T03:29:58Z,2039,SAN,revenue_media,339200,2039-12
2026-02-19T03:29:58Z,2039,SAN,revenue_sponsorship,233200,2039-12
2026-02-19T03:29:58Z,2039,SAN,expense_training,-148400,2039-12
2026-02-19T03:29:58Z,2039,SAN,expense_scouting,-127200,2039-12
2026-02-19T03:29:58Z,2039,SAN,expense_facilities,-137800,2039-12
2026-02-19T03:29:58Z,2039,SAN,expense_operations,-307400,2039-12
2026-02-19T03:29:58Z,2039,COL,revenue_tickets,1071000,2039-12
2026-02-19T03:29:58Z,2039,COL,revenue_concessions,234600,2039-12
2026-02-19T03:29:58Z,2039,COL,revenue_media,326400,2039-12
2026-02-19T03:29:58Z,2039,COL,revenue_sponsorship,224400,2039-12
2026-02-19T03:29:58Z,2039,COL,expense_training,-142800,2039-12
2026-02-19T03:29:58Z,2039,COL,expense_scouting,-122400,2039-12
2026-02-19T03:29:58Z,2039,COL,expense_facilities,-132600,2039-12
2026-02-19T03:29:58Z,2039,COL,expense_operations,-295800,2039-12
2026-02-19T03:29:58Z,2039,PHI,revenue_tickets,1102500,2039-12
2026-02-19T03:29:58Z,2039,PHI,revenue_concessions,241500,2039-12
2026-02-19T03:29:58Z,2039,PHI,revenue_media,336000,2039-12
2026-02-19T03:29:58Z,2039,PHI,revenue_sponsorship,231000,2039-12
2026-02-19T03:29:58Z,2039,PHI,expense_training,-147000,2039-12
2026-02-19T03:29:58Z,2039,PHI,expense_scouting,-126000,2039-12
2026-02-19T03:29:58Z,2039,PHI,expense_facilities,-136500,2039-12
2026-02-19T03:29:58Z,2039,PHI,expense_operations,-304500,2039-12
2026-02-19T03:29:58Z,2039,SAN1,revenue_tickets,966000,2039-12
2026-02-19T03:29:58Z,2039,SAN1,revenue_concessions,211600,2039-12
2026-02-19T03:29:58Z,2039,SAN1,revenue_media,294400,2039-12
2026-02-19T03:29:58Z,2039,SAN1,revenue_sponsorship,202400,2039-12
2026-02-19T03:29:58Z,2039,SAN1,expense_training,-128800,2039-12
2026-02-19T03:29:58Z,2039,SAN1,expense_scouting,-110400,2039-12
2026-02-19T03:29:58Z,2039,SAN1,expense_facilities,-119600,2039-12
2026-02-19T03:29:58Z,2039,SAN1,expense_operations,-266800,2039-12
2026-02-19T03:29:58Z,2039,__system__,finance_cycle,0,2039-12
2026-02-19T03:38:37Z,2040,CHI,revenue_tickets,966000,2040-01
2026-02-19T03:38:37Z,2040,CHI,revenue_concessions,211600,2040-01
2026-02-19T03:38:37Z,2040,CHI,revenue_media,294400,2040-01
2026-02-19T03:38:37Z,2040,CHI,revenue_sponsorship,202400,2040-01
2026-02-19T03:38:37Z,2040,CHI,expense_training,-128800,2040-01
2026-02-19T03:38:37Z,2040,CHI,expense_scouting,-110400,2040-01
2026-02-19T03:38:37Z,2040,CHI,expense_facilities,-119600,2040-01
2026-02-19T03:38:37Z,2040,CHI,expense_operations,-266800,2040-01
2026-02-19T03:38:37Z,2040,DEN,revenue_tickets,997500,2040-01
2026-02-19T03:38:37Z,2040,DEN,revenue_concessions,218500,2040-01
2026-02-19T03:38:37Z,2040,DEN,revenue_media,304000,2040-01
2026-02-19T03:38:37Z,2040,DEN,revenue_sponsorship,209000,2040-01
2026-02-19T03:38:37Z,2040,DEN,expense_training,-133000,2040-01
2026-02-19T03:38:37Z,2040,DEN,expense_scouting,-114000,2040-01
2026-02-19T03:38:37Z,2040,DEN,expense_facilities,-123500,2040-01
2026-02-19T03:38:37Z,2040,DEN,expense_operations,-275500,2040-01
2026-02-19T03:38:37Z,2040,AUS,revenue_tickets,966000,2040-01
2026-02-19T03:38:37Z,2040,AUS,revenue_concessions,211600,2040-01
2026-02-19T03:38:37Z,2040,AUS,revenue_media,294400,2040-01
2026-02-19T03:38:37Z,2040,AUS,revenue_sponsorship,202400,2040-01
2026-02-19T03:38:37Z,2040,AUS,expense_training,-128800,2040-01
2026-02-19T03:38:37Z,2040,AUS,expense_scouting,-110400,2040-01
2026-02-19T03:38:37Z,2040,AUS,expense_facilities,-119600,2040-01
2026-02-19T03:38:37Z,2040,AUS,expense_operations,-266800,2040-01
2026-02-19T03:38:37Z,2040,NEW,revenue_tickets,976500,2040-01
2026-02-19T03:38:37Z,2040,NEW,revenue_concessions,213900,2040-01
2026-02-19T03:38:37Z,2040,NEW,revenue_media,297600,2040-01
2026-02-19T03:38:37Z,2040,NEW,revenue_sponsorship,204600,2040-01
2026-02-19T03:38:37Z,2040,NEW,expense_training,-130200,2040-01
2026-02-19T03:38:37Z,2040,NEW,expense_scouting,-111600,2040-01
2026-02-19T03:38:37Z,2040,NEW,expense_facilities,-120900,2040-01
2026-02-19T03:38:37Z,2040,NEW,expense_operations,-269700,2040-01
